"Ajatempel","Kasutajanimi","Nimi","Klass","2. periood hommik 1. valik","2. periood hommik 2. valik","2. periood hommik 3. valik","2. periood õhtu 1. valik","2. periood õhtu 2. valik","2. periood õhtu 3. valik","3. periood hommik 1. valik","3. periood hommik 2. valik","3. periood hommik 3. valik","3. periood õhtu 1. valik","3. periood õhtu 2. valik","3. periood õhtu 3. valik","4. periood hommik 1. valik","4. periood hommik 2. valik","4. periood hommik 3. valik","4. periood õhtu 1. valik","4. periood õhtu 2. valik","4. periood õhtu 3. valik","5. periood hommik 1. valik","5. periood hommik 2. valik","5. periood hommik 3. valik","5. periood õhtu 1. valik","5. periood õhtu 2. valik","5. periood õhtu 3. valik"
"2020/07/08 5:01:45 PM GMT +3","MaqkReu@fakegmail.com","Olivia 40","11","Loogika 2. periood","Loominguline joonestamine 1","Ei taha","Meediakursus","Labortöid füüsikas 10. ja 11. klassile","Hiina keel 1","Loomade käitumine 3. periood","Natuurist joonistamine","Ajakirjanduse alused","Teadusajalugu 3. periood","Statistiline maailmapilt","Inimene ja ühiskond 3. periood","Programmeerimine keeles Python 2","Loominguline joonistamine 2","Klassikaline skulptuur","Meditsiinikursus","Psühholoogia alused","Meditsiinikursus","Ettevõtlusõpe 5. periood","Ei taha","Raamatukunst","Mobiilirakenduste loomine (APP Inventor)","Ei taha","CAD joonestamine"
"2020/07/08 5:01:50 PM GMT +3","gXJJuaS@fakegmail.com","Olivia 41","10","Kirjandus ja film","Astrofüüsika 2. periood","Loogika 2. periood","Hiina keel 1","Õpioskused","Programmeerimine keeles Python 1 õhtul","Muusikaline kirjaoskus","Loomade käitumine 3. periood","Ei taha","Vaimne tervis ja selle hoidmine","Vaimne tervis ja selle hoidmine","Turundus","Ei taha","Loomade käitumine 4. periood","Loominguline joonistamine 2","Psühholoogia alused","Arvutivõrkude alused","Meditsiinikursus","Globaalne keskkond","Raamatukunst","Filosoofia 2","Karjääriõpetus","Projektikirjutamisõpe","Riigikaitse 2"
"2020/07/08 5:01:55 PM GMT +3","PagKYLn@fakegmail.com","Brianna 42","10","Ei taha","Keskkonnakeemia 2. periood","Programmeerimine keeles Python 1 hommikul","Lähis-Ida 20. sajandi teisest poolest tänapäevani","Programmeerimine keeles Python 1 õhtul","Lähis-Ida 20. sajandi teisest poolest tänapäevani","Programmeerimine keeles Java 1","Keemilised elemendid","Loovkirjutamine","Arvutite riistvara ja lisaseadmed","Teadusajalugu 3. periood","Ettevõtlusõpe 3. periood","Loomade käitumine 4. periood","Loominguline joonistamine 2","Loomade käitumine 4. periood","Psühholoogia alused","Arvutivõrkude alused","Inimene ja ühiskond 4. periood","Ettevõtlusõpe 5. periood","Majandusmatemaatika elemendid","Filosoofia 2","Ei taha","Karjääriõpetus","CAD joonestamine"
"2020/07/08 5:01:59 PM GMT +3","ipkPbRy@fakegmail.com","Elizabeth 43","10","Keskkonnakeemia 2. periood","Loominguline joonestamine 1","Loominguline joonestamine 1","Labortöid füüsikas 10. ja 11. klassile","Lähis-Ida 20. sajandi teisest poolest tänapäevani","Õpioskused","Astrofüüsika 3. periood","Ajakirjanduse alused","Ladina keel 1","Statistiline maailmapilt","Fotograafia 1","Statistiline maailmapilt","Loominguline joonistamine 2","Loogika 4. periood","Loominguline joonistamine 2","Millest ELU koosneb?","Meditsiinikursus","Inimene ja ühiskond 4. periood","Ei taha","Tänavakunst","Tänavakunst","Ajakirjanduse praktika","Mobiilirakenduste loomine (APP Inventor)","CAD joonestamine"
"2020/07/08 5:02:04 PM GMT +3","phsDhWr@fakegmail.com","Jessica 44","11","Joonestamine 2. periood","Ei taha","Globaliseeruv maailm","Programmeerimine keeles Python 1 õhtul","Ei taha","Labortöid füüsikas 10. ja 11. klassile","Ajakirjanduse alused","Filosoofia 1","Küberkaitse 1","Statistiline maailmapilt","Keskkonnakeemia 3. periood","Turundus","Klassikaline skulptuur","Köögifüüsika","Kasutame füüsikat!","Arvutivõrkude alused","Meditsiinikursus","Psühholoogia alused","Ei taha","Majandusmatemaatika elemendid","Laboratoorsed tööd bioloogias","CAD joonestamine","Teadusajalugu 5. periood","Karjääriõpetus"
"2020/07/08 5:02:09 PM GMT +3","VpKRCib@fakegmail.com","Alexis 45","10","Värvus ja kompositsioon","Programmeerimine keeles Python 1 hommikul","Programmeerimine keeles Python 1 hommikul","Lähis-Ida 20. sajandi teisest poolest tänapäevani","Ei taha","Soome keel 1","3D-modelleerimine 3. periood","Muusikaline kirjaoskus","Natuurist joonistamine","Vaimne tervis ja selle hoidmine","Statistiline maailmapilt","Fotograafia 1","Programmeerimine keeles Python 2","Loominguline joonistamine 2","Kasutame füüsikat!","Millest ELU koosneb?","Majandusõpe","Millest ELU koosneb?","3D-modelleerimine 5. periood","Majandusmatemaatika elemendid","Ei taha","Ei taha","Karjääriõpetus","Teadusajalugu 5. periood"
"2020/07/08 5:02:13 PM GMT +3","PbBYKzL@fakegmail.com","Jessica 46","12","Programmeerimine keeles Python 1 hommikul","Astrofüüsika 2. periood","Loominguline joonestamine 1","Inimene ja õigus","Astronoomia","Prantsuse keel 1","Küberkaitse 1","Ladina keel 1","Loomade käitumine 3. periood","Ei taha","Teadusajalugu 3. periood","Vaimne tervis ja selle hoidmine","Programmeerimine keeles Python 2","Klassikaline skulptuur","Loodusteadused, tehnoloogia ja ühiskond","Teater Vanemuise kultuuritänavas","Majandusõpe","Meditsiinikursus","Ei taha","3D-modelleerimine 5. periood","3D-modelleerimine 5. periood","Teadusajalugu 5. periood","Projektikirjutamisõpe","Ei taha"
"2020/07/08 5:02:18 PM GMT +3","PfSfJSV@fakegmail.com","Brianna 47","10","Programmeerimine keeles Python 1 hommikul","Värvus ja kompositsioon","Loogika 2. periood","Astronoomia","Hispaania keel 1","Soome keel 1","Loomade käitumine 3. periood","Ei taha","Programmeerimine keeles Java 1","Keskkonnakeemia 3. periood","Arvutite riistvara ja lisaseadmed","Keskkonnakeemia 3. periood","Loomade käitumine 4. periood","Ei taha","Kasutame füüsikat!","Arvutivõrkude alused","Riigikaitse 1","Millest ELU koosneb?","Liiklusfüüsika","Ei taha","Majandusmatemaatika elemendid","Riigikaitse 2","Riigikaitse 2","Teadusajalugu 5. periood"
"2020/07/08 5:02:23 PM GMT +3","CUKYqGv@fakegmail.com","Grace 48","10","Keskkonnakeemia 2. periood","Orgaaniline arhitektuur","Globaliseeruv maailm","Soome keel 1","Õpioskused","Prantsuse keel 1","3D-modelleerimine 3. periood","Astrofüüsika 3. periood","Filosoofia 1","Vaimne tervis ja selle hoidmine","Keskkonnakeemia 3. periood","Inimene ja ühiskond 3. periood","Programmeerimine keeles Python 2","Köögifüüsika","Kujutav geomeetria","Majandusõpe","Majandusõpe","Arvutivõrkude alused","Globaalne keskkond","Liiklusfüüsika","Ettevõtlusõpe 5. periood","Karjääriõpetus","Karjääriõpetus","Teadusajalugu 5. periood"
"2020/07/08 5:02:28 PM GMT +3","BIqLUnU@fakegmail.com","Lauren 49","12","Finantsmõtlemine","Globaliseeruv maailm","Programmeerimine keeles Python 1 hommikul","Lähis-Ida 20. sajandi teisest poolest tänapäevani","Õpioskused","Hispaania keel 1","Astrofüüsika 3. periood","Natuurist joonistamine","Ladina keel 1","Fotograafia 1","Inimene ja ühiskond 3. periood","Veebidisain","Kasutame füüsikat!","Loominguline joonistamine 2","Loogika 4. periood","Millest ELU koosneb?","Arvutivõrkude alused","Inimene ja ühiskond 4. periood","Majandusmatemaatika elemendid","Ettevõtlusõpe 5. periood","Globaalne keskkond","CAD joonestamine","CAD joonestamine","Riigikaitse 2"
"2020/07/08 5:02:33 PM GMT +3","oCRnByt@fakegmail.com","Ashley 50","12","Keskkonnakeemia 2. periood","Orgaaniline arhitektuur","Orgaaniline arhitektuur","Programmeerimine keeles Python 1 õhtul","Õpioskused","Inimene ja õigus","Loovkirjutamine","Küberkaitse 1","Ei taha","Sissejuhatus ehitusinseneeriasse","Arvutite riistvara ja lisaseadmed","Arvutite riistvara ja lisaseadmed","Matemaatika ajaloo elemente ja rakendusi","Praktiline kommunikatsioon","Kasutame füüsikat!","Riigikaitse 1","Teater Vanemuise kultuuritänavas","Millest ELU koosneb?","Globaalne keskkond","Ettevõtlusõpe 5. periood","Filosoofia 2","CAD joonestamine","Mobiilirakenduste loomine (APP Inventor)","Riigikaitse 2"
"2020/07/08 5:02:37 PM GMT +3","HKlqctj@fakegmail.com","Kayla 51","10","Finantsmõtlemine","Värvus ja kompositsioon","Planimeetria alused","Hiina keel 1","Linux Raspberry Pi näitel","Programmeerimine keeles Python 1 õhtul","Ei taha","Ajakirjanduse alused","Loomade käitumine 3. periood","Ettevõtlusõpe 3. periood","Sissejuhatus ehitusinseneeriasse","Statistiline maailmapilt","Programmeerimine keeles Python 2","Loominguline joonistamine 2","Joonestamine 4. periood","Meditsiinikursus","Inimene ja ühiskond 4. periood","Majandusõpe","Majandusmatemaatika elemendid","Ei taha","Laboratoorsed tööd bioloogias","Mobiilirakenduste loomine (APP Inventor)","Karjääriõpetus","Teadusajalugu 5. periood"
"2020/07/08 5:02:42 PM GMT +3","dQvMXZh@fakegmail.com","Lauren 52","12","Ei taha","Ei taha","Programmeerimine keeles Python 1 hommikul","Lähis-Ida 20. sajandi teisest poolest tänapäevani","Soome keel 1","Linux Raspberry Pi näitel","Muusikaline kirjaoskus","Filosoofia 1","Ajakirjanduse alused","Turundus","Inimene ja ühiskond 3. periood","Inimene ja ühiskond 3. periood","Köögifüüsika","Joonestamine 4. periood","Kujutav geomeetria","Teater Vanemuise kultuuritänavas","Inimene ja ühiskond 4. periood","Majandusõpe","Raamatukunst","Globaalne keskkond","Majandusmatemaatika elemendid","Riigikaitse 2","Mobiilirakenduste loomine (APP Inventor)","Riigikaitse 2"
"2020/07/08 5:02:47 PM GMT +3","ZhlOhGJ@fakegmail.com","Olivia 53","11","Loominguline joonestamine 1","Joonestamine 2. periood","Globaliseeruv maailm","Programmeerimine keeles Python 1 õhtul","Programmeerimine keeles Python 1 õhtul","Inimene ja õigus","Filosoofia 1","3D-modelleerimine 3. periood","Muusikaline kirjaoskus","Sissejuhatus ehitusinseneeriasse","Teadusajalugu 3. periood","Sissejuhatus ehitusinseneeriasse","Joonestamine 4. periood","Ei taha","Klassikaline skulptuur","Inimene ja ühiskond 4. periood","Arvutivõrkude alused","Psühholoogia alused","Liiklusfüüsika","Laboratoorsed tööd bioloogias","Liiklusfüüsika","Karjääriõpetus","Riigikaitse 2","Teadusajalugu 5. periood"
"2020/07/08 5:02:52 PM GMT +3","ulpDqHt@fakegmail.com","Madison 54","12","Astrofüüsika 2. periood","Globaliseeruv maailm","Planimeetria alused","Meediakursus","Ei taha","Lähis-Ida 20. sajandi teisest poolest tänapäevani","Ei taha","Natuurist joonistamine","Muusikaline kirjaoskus","Ei taha","Fotograafia 1","Vaimne tervis ja selle hoidmine","Ei taha","Loodusteadused, tehnoloogia ja ühiskond","Köögifüüsika","Ei taha","Ei taha","Psühholoogia alused","3D-modelleerimine 5. periood","3D-modelleerimine 5. periood","Ettevõtlusõpe 5. periood","Karjääriõpetus","Projektikirjutamisõpe","Mobiilirakenduste loomine (APP Inventor)"
"2020/07/08 5:02:56 PM GMT +3","qqsRnpN@fakegmail.com","Emma 55","11","Ei taha","Kirjandus ja film","Geoinformaatika","Lähis-Ida 20. sajandi teisest poolest tänapäevani","Lähis-Ida 20. sajandi teisest poolest tänapäevani","Inimene ja õigus","Küberkaitse 1","Astrofüüsika 3. periood","Ajakirjanduse alused","Arvutite riistvara ja lisaseadmed","Inimene ja ühiskond 3. periood","Ei taha","Loogika 4. periood","Loomade käitumine 4. periood","Praktiline kommunikatsioon","Millest ELU koosneb?","Ei taha","Majandusõpe","Ei taha","Liiklusfüüsika","Tänavakunst","Teadusajalugu 5. periood","Riigikaitse 2","Karjääriõpetus"
"2020/07/08 5:03:01 PM GMT +3","ExvcgQk@fakegmail.com","Lauren 56","10","Planimeetria alused","Geoinformaatika","Astrofüüsika 2. periood","Ei taha","Õpioskused","Lähis-Ida 20. sajandi teisest poolest tänapäevani","3D-modelleerimine 3. periood","Muusikaline kirjaoskus","Ajakirjanduse alused","Inimene ja ühiskond 3. periood","Sissejuhatus ehitusinseneeriasse","Sissejuhatus ehitusinseneeriasse","Praktiline kommunikatsioon","Loodusteadused, tehnoloogia ja ühiskond","Praktiline kommunikatsioon","Inimene ja ühiskond 4. periood","Psühholoogia alused","Psühholoogia alused","3D-modelleerimine 5. periood","Programmeerimine keeles Java 2","Laboratoorsed tööd bioloogias","Karjääriõpetus","CAD joonestamine","Ei taha"
"2020/07/08 5:03:05 PM GMT +3","xEpyaAi@fakegmail.com","Sarah 57","11","Loominguline joonestamine 1","Astrofüüsika 2. periood","Astrofüüsika 2. periood","Astronoomia","Hispaania keel 1","Hispaania keel 1","Küberkaitse 1","Ladina keel 1","Filosoofia 1","Teadusajalugu 3. periood","Keskkonnakeemia 3. periood","Turundus","Praktiline kommunikatsioon","Matemaatika ajaloo elemente ja rakendusi","Loominguline joonistamine 2","Ei taha","Psühholoogia alused","Teater Vanemuise kultuuritänavas","3D-modelleerimine 5. periood","3D-modelleerimine 5. periood","Filosoofia 2","Teadusajalugu 5. periood","Mobiilirakenduste loomine (APP Inventor)","CAD joonestamine"
"2020/07/08 5:03:10 PM GMT +3","NzdzxZI@fakegmail.com","Emma 58","10","Värvus ja kompositsioon","Loominguline joonestamine 1","Keskkonnakeemia 2. periood","Õpioskused","Ei taha","Astronoomia","Filosoofia 1","Ajakirjanduse alused","3D-modelleerimine 3. periood","Veebidisain","Keskkonnakeemia 3. periood","Arvutite riistvara ja lisaseadmed","Joonestamine 4. periood","Joonestamine 4. periood","Programmeerimine keeles Python 2","Teater Vanemuise kultuuritänavas","Arvutivõrkude alused","Meditsiinikursus","Filosoofia 2","Filosoofia 2","Laboratoorsed tööd bioloogias","Riigikaitse 2","Ei taha","Ei taha"
"2020/07/08 5:03:15 PM GMT +3","IBCJDyY@fakegmail.com","Hannah 59","12","Loominguline joonestamine 1","Värvus ja kompositsioon","Orgaaniline arhitektuur","Labortöid füüsikas 10. ja 11. klassile","Labortöid füüsikas 10. ja 11. klassile","Astronoomia","Ei taha","Ajakirjanduse alused","Astrofüüsika 3. periood","Turundus","Ei taha","Sissejuhatus ehitusinseneeriasse","Kujutav geomeetria","Loominguline joonistamine 2","Matemaatika ajaloo elemente ja rakendusi","Teater Vanemuise kultuuritänavas","Meditsiinikursus","Teater Vanemuise kultuuritänavas","Majandusmatemaatika elemendid","Programmeerimine keeles Java 2","Raamatukunst","Ei taha","Ei taha","Projektikirjutamisõpe"
"2020/07/08 5:03:20 PM GMT +3","pyMZpmq@fakegmail.com","Lauren 60","12","Programmeerimine keeles Python 1 hommikul","Astrofüüsika 2. periood","Kirjandus ja film","Astronoomia","Hiina keel 1","Ei taha","Muusikaline kirjaoskus","Filosoofia 1","Natuurist joonistamine","Statistiline maailmapilt","Ettevõtlusõpe 3. periood","Vaimne tervis ja selle hoidmine","Loodusteadused, tehnoloogia ja ühiskond","Kasutame füüsikat!","Praktiline kommunikatsioon","Majandusõpe","Millest ELU koosneb?","Millest ELU koosneb?","3D-modelleerimine 5. periood","Tänavakunst","Globaalne keskkond","Mobiilirakenduste loomine (APP Inventor)","Projektikirjutamisõpe","Mobiilirakenduste loomine (APP Inventor)"
"2020/07/08 5:03:25 PM GMT +3","Wafbfme@fakegmail.com","Brianna 61","12","Loominguline joonestamine 1","Planimeetria alused","Loominguline joonestamine 1","Hiina keel 1","Programmeerimine keeles Python 1 õhtul","Prantsuse keel 1","Muusikaline kirjaoskus","Natuurist joonistamine","Astrofüüsika 3. periood","Veebidisain","Inimene ja ühiskond 3. periood","Arvutite riistvara ja lisaseadmed","Kasutame füüsikat!","Kujutav geomeetria","Köögifüüsika","Psühholoogia alused","Arvutivõrkude alused","Ei taha","Programmeerimine keeles Java 2","Ettevõtlusõpe 5. periood","Ettevõtlusõpe 5. periood","Riigikaitse 2","Karjääriõpetus","Teadusajalugu 5. periood"
"2020/07/08 5:03:29 PM GMT +3","yAWslgw@fakegmail.com","Alexis 62","12","Kirjandus ja film","Finantsmõtlemine","Programmeerimine keeles Python 1 hommikul","Soome keel 1","Astronoomia","Labortöid füüsikas 10. ja 11. klassile","Muusikaline kirjaoskus","Keemilised elemendid","Filosoofia 1","Ettevõtlusõpe 3. periood","Fotograafia 1","Inimene ja ühiskond 3. periood","Ei taha","Köögifüüsika","Loominguline joonistamine 2","Psühholoogia alused","Millest ELU koosneb?","Millest ELU koosneb?","Liiklusfüüsika","Tänavakunst","Majandusmatemaatika elemendid","Ei taha","Mobiilirakenduste loomine (APP Inventor)","CAD joonestamine"
"2020/07/08 5:03:34 PM GMT +3","PJKgifb@fakegmail.com","Isabella 63","12","Loogika 2. periood","Loogika 2. periood","Finantsmõtlemine","Soome keel 1","Soome keel 1","Ei taha","Programmeerimine keeles Java 1","Loomade käitumine 3. periood","3D-modelleerimine 3. periood","Keskkonnakeemia 3. periood","Statistiline maailmapilt","Inimene ja ühiskond 3. periood","Joonestamine 4. periood","Matemaatika ajaloo elemente ja rakendusi","Loominguline joonistamine 2","Millest ELU koosneb?","Millest ELU koosneb?","Millest ELU koosneb?","Majandusmatemaatika elemendid","Raamatukunst","Ettevõtlusõpe 5. periood","Ei taha","Ajakirjanduse praktika","Mobiilirakenduste loomine (APP Inventor)"
"2020/07/08 5:03:39 PM GMT +3","ZtUEoZm@fakegmail.com","Emma 64","10","Astrofüüsika 2. periood","Planimeetria alused","Joonestamine 2. periood","Labortöid füüsikas 10. ja 11. klassile","Meediakursus","Programmeerimine keeles Python 1 õhtul","Programmeerimine keeles Java 1","Muusikaline kirjaoskus","Natuurist joonistamine","Inimene ja ühiskond 3. periood","Sissejuhatus ehitusinseneeriasse","Keskkonnakeemia 3. periood","Programmeerimine keeles Python 2","Loominguline joonistamine 2","Loogika 4. periood","Inimene ja ühiskond 4. periood","Teater Vanemuise kultuuritänavas","Ei taha","Programmeerimine keeles Java 2","Tänavakunst","Ettevõtlusõpe 5. periood","Ei taha","CAD joonestamine","Riigikaitse 2"
"2020/07/08 5:03:44 PM GMT +3","gvUUTIg@fakegmail.com","Emily 65","10","Orgaaniline arhitektuur","Loominguline joonestamine 1","Värvus ja kompositsioon","Meediakursus","Meediakursus","Inimene ja õigus","Ei taha","Muusikaline kirjaoskus","Programmeerimine keeles Java 1","Inimene ja ühiskond 3. periood","Veebidisain","Fotograafia 1","Ei taha","Kasutame füüsikat!","Ei taha","Riigikaitse 1","Arvutivõrkude alused","Riigikaitse 1","3D-modelleerimine 5. periood","Tänavakunst","Globaalne keskkond","Teadusajalugu 5. periood","Teadusajalugu 5. periood","Mobiilirakenduste loomine (APP Inventor)"
"2020/07/08 5:03:49 PM GMT +3","mJFMeno@fakegmail.com","Jessica 66","12","Ei taha","Globaliseeruv maailm","Loominguline joonestamine 1","Hiina keel 1","Prantsuse keel 1","Astronoomia","Ei taha","Natuurist joonistamine","Astrofüüsika 3. periood","Turundus","Arvutite riistvara ja lisaseadmed","Ettevõtlusõpe 3. periood","Praktiline kommunikatsioon","Loomade käitumine 4. periood","Loodusteadused, tehnoloogia ja ühiskond","Millest ELU koosneb?","Psühholoogia alused","Arvutivõrkude alused","3D-modelleerimine 5. periood","Raamatukunst","3D-modelleerimine 5. periood","Ei taha","CAD joonestamine","Ei taha"
"2020/07/08 5:03:54 PM GMT +3","aUbLgTp@fakegmail.com","Elizabeth 67","12","Joonestamine 2. periood","Keskkonnakeemia 2. periood","Programmeerimine keeles Python 1 hommikul","Astronoomia","Hispaania keel 1","Meediakursus","Keemilised elemendid","Ajakirjanduse alused","Ladina keel 1","Veebidisain","Keskkonnakeemia 3. periood","Statistiline maailmapilt","Programmeerimine keeles Python 2","Klassikaline skulptuur","Klassikaline skulptuur","Millest ELU koosneb?","Millest ELU koosneb?","Teater Vanemuise kultuuritänavas","Laboratoorsed tööd bioloogias","Globaalne keskkond","Ei taha","Karjääriõpetus","Riigikaitse 2","Mobiilirakenduste loomine (APP Inventor)"
"2020/07/08 5:03:58 PM GMT +3","gPmRykM@fakegmail.com","Samantha 68","10","Ei taha","Ei taha","Programmeerimine keeles Python 1 hommikul","Soome keel 1","Programmeerimine keeles Python 1 õhtul","Meediakursus","Muusikaline kirjaoskus","Ajakirjanduse alused","Küberkaitse 1","Vaimne tervis ja selle hoidmine","Fotograafia 1","Sissejuhatus ehitusinseneeriasse","Klassikaline skulptuur","Loodusteadused, tehnoloogia ja ühiskond","Klassikaline skulptuur","Ei taha","Millest ELU koosneb?","Psühholoogia alused","Globaalne keskkond","Tänavakunst","Programmeerimine keeles Java 2","Riigikaitse 2","Riigikaitse 2","Ei taha"
